Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 6.97793393582	 -9.77927795923	 84.1004	 189.0	89.0952	 182.0
0.5	 -29.5515887341	 8.39284867894	 82.9150055696	 188.992405063	61.762	 195.0
1.0	 12.0452608044	 -11.1550968114	 81.7296111392	 188.984810127	90.3516	 181.0
1.5	 -4.24506820107	 9.81110924373	 80.5442167089	 188.97721519	77.5056	 196.0
2.0	 31.3338930892	 2.83652112959	 79.3588222785	 188.969620253	101.7876	 191.0
2.5	 -17.9841310719	 0.0530521408276	 78.1734278481	 188.962025316	65.3004	 189.0
3.0	 -15.5401575869	 -13.9067345156	 76.9880334177	 188.95443038	65.8644	 179.0
3.5	 -26.887201288	 -1.3227667113	 75.8026389873	 188.946835443	56.5568	 188.0
4.0	 -21.0400390732	 -1.31215628314	 74.617244557	 188.939240506	59.5568	 188.0
4.5	 27.1480438098	 -13.8749032311	 73.4318501266	 188.93164557	92.8644	 179.0
5.0	 -24.0682779072	 7.09130282396	 72.2464556962	 188.924050633	55.0184	 194.0
5.5	 9.82697112647	 -9.66256324941	 71.0610612658	 188.916455696	78.0952	 182.0
6.0	 36.4509078855	 18.288841348	 69.8756668354	 188.908860759	95.9672	 202.0
6.5	 71.6001397615	 23.88761061	 68.6902724051	 188.901265823	119.9416	 206.0
7.0	 122.008956965	 -8.23369225645	 67.5048779747	 188.893670886	154.8388	 183.0
7.5	 233.637171825	 -1.23788328598	 66.3194835443	 188.886075949	233.5568	 188.0
8.0	 155.697715749	 -6.81543169166	 65.1340891139	 188.878481013	176.5824	 184.0
8.5	 149.365485785	 -13.7900198058	 63.9486946835	 188.870886076	170.8644	 179.0
9.0	 285.424013435	 -4.00013141841	 62.7633002532	 188.863291139	267.0696	 186.0
9.5	 171.51972592	 -10.9747195325	 61.5779058228	 188.855696203	184.3516	 181.0
10.0	 304.067772191	 1.60924827177	 60.3925113924	 188.848101266	278.044	 190.0
10.5	 508.688538205	 -5.36533984237	 59.207116962	 188.840506329	423.326	 185.0
11.0	 346.496970206	 1.6304691281	 58.0217225316	 188.832911392	306.044	 190.0
11.5	 229.727074841	 5.83219868165	 56.8363281013	 188.825316456	221.2748	 193.0
12.0	 255.562522389	 -6.73054826634	 55.6509336709	 188.817721519	238.5824	 184.0
