Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 -6.48816286427	 -8.33865394443	 49.65928	 179.8	45.1464	 174.0
0.5	 26.6821747361	 16.0252810384	 49.2286557746	 179.853521127	67.7876	 191.0
1.0	 -5.24994686589	 -8.49254848056	 48.7980315493	 179.907042254	45.1464	 174.0
1.5	 -8.28029389645	 0.0566979869946	 48.3674073239	 179.96056338	42.608	 180.0
2.0	 -0.472691117575	 -0.0202492810695	 47.9367830986	 180.014084507	47.608	 180.0
2.5	 -21.4190674574	 -0.0971965491337	 47.5061588732	 180.067605634	32.608	 180.0
3.0	 -1.40942609974	 2.70125409467	 47.0755346479	 180.121126761	46.0952	 182.0
3.5	 47.6860152957	 9.81280160629	 46.6449104225	 180.174647887	79.8132	 187.0
4.0	 9.63447185771	 -13.2673289568	 46.2142861972	 180.228169014	52.9156	 171.0
4.5	 7.96821359654	 6.78350915829	 45.7836619718	 180.281690141	51.326	 185.0
5.0	 42.0598286878	 -0.481932889455	 45.3530377465	 180.335211268	74.608	 180.0
5.5	 46.217976437	 8.0673135781	 44.9224135211	 180.388732394	77.0696	 186.0
6.0	 40.1276309486	 -10.6997201171	 44.4917892958	 180.442253521	72.4028	 173.0
6.5	 55.7137601587	 9.35111799791	 44.0611650704	 180.495774648	82.8132	 187.0
7.0	 31.8551808137	 15.0249665536	 43.6305408451	 180.549295775	65.7876	 191.0
7.5	 52.5652691027	 20.6988151093	 43.1999166197	 180.602816901	79.762	 195.0
8.0	 128.386959009	 7.68257723778	 42.7692923944	 180.656338028	132.0696	 186.0
8.5	 138.332707676	 10.4810278816	 42.338668169	 180.709859155	138.5568	 188.0
9.0	 201.510122805	 7.52868270165	 41.9080439437	 180.763380282	182.0696	 186.0
9.5	 225.353819738	 29.0172197726	 41.4774197183	 180.816901408	198.2236	 201.0
10.0	 223.281555292	 0.18629338584	 41.046795493	 180.870422535	196.3516	 181.0
10.5	 307.324007828	 -5.64144970597	 40.6161712676	 180.923943662	254.3772	 177.0
11.0	 435.861517813	 0.0323988497112	 40.1855470423	 180.977464789	343.3516	 181.0
11.5	 435.411552868	 -1.48224737429	 39.7549228169	 181.030985915	342.608	 180.0
12.0	 509.4637229	 -18.8115821136	 39.3242985915	 181.084507042	393.6848	 168.0
12.5	 431.193988869	 8.42775078114	 38.8936743662	 181.138028169	338.8132	 187.0
13.0	 474.685854813	 -7.46388500223	 38.4630501408	 181.191549296	368.6336	 176.0
13.5	 558.691502257	 -7.54083227029	 38.0324259155	 181.245070423	426.6336	 176.0
14.0	 537.339694811	 -0.429284758674	 37.6018016901	 181.298591549	411.3516	 181.0
14.5	 558.602434579	 -24.9471142777	 37.1711774648	 181.352112676	425.7104	 164.0
15.0	 511.667061753	 -7.77167407448	 36.7405532394	 181.405633803	392.6336	 176.0
15.5	 417.951265218	 18.0299598643	 36.3099290141	 181.45915493	327.0184	 194.0
16.0	 417.538105367	 10.7645178166	 35.8793047887	 181.512676056	326.3004	 189.0
16.5	 584.598471336	 6.37447368069	 35.4486805634	 181.566197183	442.0696	 186.0
17.0	 600.0	 -0.890968367059	 35.018056338	 181.61971831	452.3516	 181.0
17.5	 500.348807096	 -2.40561459106	 34.5874321127	 181.673239437	382.608	 180.0
18.0	 485.485047499	 1.83053500869	 34.1568078873	 181.726760563	371.8388	 183.0
18.5	 515.92720756	 3.19128669656	 33.726183662	 181.78028169	392.5824	 184.0
19.0	 503.607024956	 3.11433942849	 33.2955594366	 181.833802817	383.5824	 184.0
19.5	 380.98945385	 -4.15110261925	 32.8649352113	 181.887323944	297.8644	 179.0
20.0	 274.592002366	 -18.6050394467	 32.4343109859	 181.94084507	223.4284	 169.0
