Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 -10.49728	 15.2	 -6.04792	 227.8	-16.5452	 243.0
0.5	 3.89395505618	 -13.5393258427	 -6.00355505618	 227.539325843	-2.1096	 214.0
1.0	 0.84959011236	 -13.2786516854	 -5.95919011236	 227.278651685	-5.1096	 214.0
1.5	 -20.1431748315	 17.9820224719	 -5.91482516854	 227.017977528	-26.058	 245.0
2.0	 25.4532602247	 -3.75730337079	 -5.87046022472	 226.757303371	19.5828	 223.0
2.5	 -4.0527047191	 -9.49662921348	 -5.8260952809	 226.496629213	-9.8788	 217.0
3.0	 -21.3278696629	 -12.2359550562	 -5.78173033708	 226.235955056	-27.1096	 214.0
3.5	 -10.3722346067	 -11.9752808989	 -5.73736539326	 225.975280899	-16.1096	 214.0
4.0	 -4.03179955056	 6.28539325843	 -5.69300044944	 225.714606742	-9.7248	 232.0
4.5	 14.5646355056	 -15.4539325843	 -5.64863550562	 225.453932584	8.916	 210.0
5.0	 -3.2745294382	 -8.19325842697	 -5.6042705618	 225.193258427	-8.8788	 217.0
5.5	 -11.062494382	 -8.93258426966	 -5.55990561798	 224.93258427	-16.6224	 216.0
6.0	 -2.90165932584	 -1.67191011236	 -5.51554067416	 224.671910112	-8.4172	 223.0
6.5	 20.5155757303	 4.58876404494	 -5.47117573034	 224.411235955	15.0444	 229.0
7.0	 -10.2211892135	 -4.15056179775	 -5.42681078652	 224.150561798	-15.648	 220.0
7.5	 -9.6499541573	 17.1101123596	 -5.3824458427	 223.88988764	-15.0324	 241.0
8.0	 -0.643119101124	 9.37078651685	 -5.33808089888	 223.629213483	-5.9812	 233.0
8.5	 15.6201159551	 0.631460674157	 -5.29371595506	 223.368539326	10.3264	 224.0
9.0	 -7.11664898876	 -8.10786516854	 -5.24935101124	 223.107865169	-12.366	 215.0
9.5	 -15.0582139326	 15.1528089888	 -5.20498606742	 222.847191011	-20.2632	 238.0
10.0	 -11.5893788764	 52.4134831461	 -5.1606211236	 222.586516854	-16.75	 275.0
10.5	 -0.223743820225	 27.6741573034	 -5.11625617978	 222.325842697	-5.34	 250.0
11.0	 -4.62730876404	 5.93483146067	 -5.07189123596	 222.065168539	-9.6992	 228.0
11.5	 -20.7224737079	 53.195505618	 -5.02752629213	 221.804494382	-25.75	 275.0
12.0	 -6.04883865169	 58.4561797753	 -4.98316134831	 221.543820225	-11.032	 280.0
12.5	 6.98399640449	 85.7168539326	 -4.93879640449	 221.283146067	2.0452	 307.0
13.0	 -8.06076853933	 46.9775280899	 -4.89443146067	 221.02247191	-12.9552	 268.0
13.5	 -5.77193348315	 34.2382022472	 -4.85006651685	 220.761797753	-10.622	 255.0
14.0	 -8.73829842697	 139.498876404	 -4.80570157303	 220.501123596	-13.544	 360.0
14.5	 23.7033366292	 24.7595505618	 -4.76133662921	 220.240449438	18.942	 245.0
15.0	 1.09537168539	 74.0202247191	 -4.71697168539	 219.979775281	-3.6216	 294.0
15.5	 -0.923793258427	 31.2808988764	 -4.67260674157	 219.719101124	-5.5964	 251.0
16.0	 -11.1733582022	 24.5415730337	 -4.62824179775	 219.458426966	-15.8016	 244.0
16.5	 -18.4997231461	 29.802247191	 -4.58387685393	 219.197752809	-23.0836	 249.0
17.0	 -43.4404880899	 131.062921348	 -4.53951191011	 218.937078652	-47.98	 350.0
17.5	 -7.99685303371	 211.323595506	 -4.49514696629	 218.676404494	-12.492	 430.0
18.0	 29.4191820225	 100.584269663	 -4.45078202247	 218.415730337	24.9684	 319.0
18.5	 2.91321707865	 94.8449438202	 -4.40641707865	 218.15505618	-1.4932	 313.0
