x	actin	actin sem	cofilin	cofilin sem	
0.0	35.0184703569	3.94556945785	-6.91946970682	8.28801112449	
0.5	39.8364464385	5.3360709351	-1.54337125635	6.58336814454	
1.0	50.6758109365	6.92807111691	14.5677265095	12.746843829	
1.5	65.6900188038	10.6565830985	19.9718436985	11.4332217578	
2.0	69.7659996178	9.01178668722	22.8792661939	10.59310849	
2.5	92.9122028604	12.3555795776	18.592122541	14.0967123939	
3.0	114.671746792	13.9360104351	21.1501965776	12.7915617003	
3.5	128.918120963	14.0506859575	14.948420499	11.0700381928	
4.0	153.208123391	16.4680161932	33.7336205086	13.3703997847	
4.5	161.12425936	16.6478364472	16.6011964916	10.9179311109	
5.0	165.710814424	17.2744985024	19.9306723006	11.3759701638	
5.5	193.95806493	19.0103907376	24.0695215785	13.5344564477	
6.0	217.293709161	19.3718188876	32.0458598133	16.6267514108	
6.5	236.745663944	22.0376536728	35.4314697078	17.702625461	
7.0	234.542442124	21.1193788392	40.9060319998	13.6449311874	
7.5	254.001141344	22.6810530338	46.3853537863	18.1473189786	
8.0	285.695460551	22.456405963	63.2398041345	19.5405584767	
8.5	291.339354418	19.7865859003	51.0869231543	21.2283899753	
9.0	306.139433896	20.3278416564	64.0049259849	21.4349189719	
9.5	328.062152915	23.7906170122	58.1039531984	21.0967676397	
10.0	327.805093285	22.2421710302	63.2683327087	23.1967768608	
10.5	336.487669144	20.1416457922	80.1429319552	25.5969330795	
11.0	361.309959558	20.8906396994	71.7444163821	24.3112059856	
11.5	365.28642471	21.4000123921	70.4011227739	24.1528030256	
12.0	367.255354179	21.1768920893	93.1917432537	25.4553165263	
12.5	380.428121709	23.0279131921	90.123129343	23.5015481988	
13.0	410.701296965	23.831453963	93.8382112513	26.346846932	
13.5	407.816395916	22.0343818207	110.078812418	29.1997799034	
14.0	403.496928653	22.0452564966	122.741561016	32.7060085833	
14.5	411.497077708	22.3631610387	123.170572684	31.2457617541	
15.0	411.017377515	22.2677399336	117.004932295	33.3507186085	
15.5	423.616293201	22.5054559389	137.978661014	36.7863152073	
16.0	421.213236709	21.7221771673	126.489847425	32.0790330586	
16.5	423.958015522	23.870447211	129.634408104	34.2925033844	
17.0	434.278702649	22.1268483215	134.078417469	35.1724416091	
17.5	423.569541013	22.3495039825	147.459802733	38.9638817383	
18.0	430.25359943	20.6206445052	152.63150432	40.0114287672	
18.5	444.327680593	22.8293345636	165.266832757	39.6170149685	
19.0	434.118908483	21.2958779894	155.705936381	35.6933553327	
19.5	447.244274597	23.4501567796	166.116283669	39.9085672966	
20.0	436.496731865	21.7448651865	162.664994089	39.3172298048	
20.5	439.424916453	23.9440129967	157.660873657	37.8016021117	
21.0	415.592916894	24.58946135	142.475411762	35.7598728274	
21.5	412.037237629	23.3238258759	135.22551892	35.6915447349	
22.0	419.355492344	20.419406899	146.161298071	36.2524774636	
22.5	399.072851185	24.0393027662	133.450579795	34.4327411026	
23.0	381.545057365	27.4526261313	135.568972142	32.6949755996	
23.5	393.149232311	25.2062653198	132.565541169	36.5681552845	
24.0	390.772847533	26.3965964247	131.511211949	41.5769161205	
24.5	355.906954586	26.5568515963	143.599759884	43.5700027756	
25.0	358.902269652	27.998862103	148.957725856	50.1809340277	
25.5	371.126341856	27.2833014666	145.626610677	44.7598780723	
26.0	361.831050358	29.3748637435	148.467703161	40.4056076114	
26.5	348.290293705	26.38156998	160.561338275	45.549699449	
27.0	335.358388148	27.3912620797	141.565823094	37.4940252796	
27.5	344.080193416	28.4694335286	153.838683687	43.8131807768	
28.0	330.131554543	31.0642775732	159.645547883	39.5410155561	
28.5	321.080806937	32.1765074521	157.646869892	42.3673887599	
29.0	316.927955207	29.9902828039	154.907623053	37.6993283137	
29.5	329.168022495	32.711749571	159.493618805	40.8323075812	
30.0	308.017939214	29.7815998997	165.228844796	41.0660168103	
30.5	310.513900478	33.6860984296	183.761654592	50.0444257185	
31.0	335.615412444	29.0833289045	186.807766886	46.9513093913	
31.5	282.942865532	33.0740209934	196.595480367	51.0932460671	
32.0	286.117269444	34.4908872131	182.021394229	48.5755549557	
32.5	297.167237787	38.0407434218	157.587837523	43.211631118	
33.0	270.282460329	36.5819864557	163.747883638	38.7802541295	
33.5	287.764576495	40.8640839576	162.448727994	49.752610723	
34.0	270.185682496	40.8003258797	191.972508935	51.5499447661	
34.5	292.205098347	43.0113098187	215.202066217	53.9657713485	
35.0	265.553630108	45.3479125383	205.684793539	51.973269939	
35.5	271.08748241	44.1794709561	168.430967286	42.3078618317	
36.0	238.487124676	44.414011593	166.747756178	40.9388834465	
36.5	237.1840998	40.5148351272	151.753834537	38.9689516476	
37.0	259.406647203	44.776922901	117.929077639	22.5462644905	
37.5	243.397518279	45.3959166742	138.18973775	26.3044698774	
38.0	252.15372161	37.293344334	155.004340768	35.9010484475	
38.5	267.253228763	40.1736540926	135.193936041	29.7826272844	
39.0	265.238888905	46.9295349773	123.815333723	28.5259779457	
39.5	244.512378709	41.7839049166	84.7265238806	24.1228852365	
40.0	241.098976055	41.3812961797	101.842194798	27.1761803328	
40.5	246.631022266	38.510919599	106.636651005	25.5639306971	
41.0	228.954988434	50.2631633634	80.447137002	16.3794112502	
41.5	235.904604787	47.8177023233	78.3934958027	20.5730688395	
42.0	232.331752859	49.7588617287	91.6491624837	24.3766055914	
42.5	262.274995876	42.9833901416	98.9007786034	20.7065292452	
43.0	239.986649569	42.2599738881	115.698875168	36.5534250075	
43.5	221.027162926	48.6720317316	80.2931954029	24.8317809551	
44.0	209.490777178	45.9848688874	106.007201899	39.8561747586	
44.5	203.489000932	58.7984619237	92.1161929923	27.6017020202	
45.0	193.429444925	50.6945356401	95.3548834579	31.6863261667	
45.5	221.099668909	57.0300522182	88.9152944428	30.0319118139	
46.0	217.196126752	63.2305893924	83.9173043063	32.4158082866	
46.5	207.584383152	58.3095927043	69.1767407902	34.1523163482	
47.0	187.419574894	61.5809660467	74.8674128504	28.5093529605	
47.5	180.132198804	57.0773934744	91.3646207058	35.2782455723	
48.0	157.516814931	51.4222652587	62.7986765327	31.6313579912	
48.5	164.39934884	44.7036288678	72.8150155452	40.1087872088	
49.0	159.501646128	40.6836937076	72.4071326379	26.9582444952	
49.5	151.594380124	53.3451355334	64.2394381802	23.5186117269	
50.0	132.281674629	41.3703405337	59.3660885856	19.3852891497	
50.5	150.284552	43.9626962111	46.374774737	16.1750197359	
51.0	133.579227965	49.2863758805	64.0251427611	30.402834518	
51.5	140.494085163	53.0860804506	58.366537905	24.4978405	
52.0	134.957167683	54.2892511875	60.3798794976	19.6857857232	
52.5	150.380856556	52.4370703258	55.8053275461	18.2612661831	
53.0	143.237060243	50.2654269919	77.1084687654	27.7531841911	
53.5	131.913694532	49.555351843	84.5714374539	34.3955587431	
54.0	124.785433438	52.2781344014	60.2444106775	25.9079318976	
54.5	125.26556092	48.2842539731	68.6062651986	38.6496380358	
55.0	104.021038258	39.7891309697	67.4366663184	31.1135027762	
55.5	125.697468291	54.9495365133	63.5448067825	24.1460243051	
56.0	144.399888261	58.1257734291	61.2545798515	27.4324887379	
56.5	120.010397186	53.4910273392	76.1915035567	36.6213864412	
57.0	166.130218115	57.3397567496	82.6773795099	35.8968200096	
57.5	136.17076579	54.5136791079	65.6996937281	31.2149426175	
58.0	136.226250971	53.3907774967	52.3210698932	21.2972425327	
58.5	101.363552561	40.1277489133	68.9786738058	43.1084066118	
59.0	118.099145451	50.425629621	57.6176441044	28.7207261807	
59.5	134.827531502	50.894360445	67.6649765554	39.9156432936	
60.0	131.598939357	49.3686015225	81.2689742358	44.6601502346	
60.5	124.766330278	61.4686102432	90.8159478776	52.9314020629	
61.0	130.369496651	64.375629706	62.6528776324	29.9408464667	
61.5	106.646211433	69.1602992284	64.8379493464	34.6749420885	
62.0	90.1126831784	48.0158143929	71.3813779333	37.7273728225	
62.5	107.279683356	47.4770968826	86.3882445604	50.8571062847	
63.0	127.778273457	69.64709075	87.6509433417	48.0173181851	
63.5	105.803193689	54.4538477502	90.2107196423	51.7790137538	
64.0	110.29075465	66.8672741854	61.6866576795	32.6151989169	
64.5	59.9886650045	34.770839872	57.9491462977	41.0098878056	
65.0	68.7328992779	38.9636023376	25.680638199	16.685346651	
65.5	65.0814464455	56.1061561384	67.2900857735	39.5943553016	
66.0					
66.5					
67.0					
67.5					
68.0					
68.5					
69.0					
69.5					
70.0					
70.5					
71.0					
71.5					
72.0					
72.5					
73.0					
73.5					
74.0					
74.5					
75.0					
75.5					
76.0					
76.5					
77.0					
77.5					
78.0					
78.5					
79.0					
					
