x	actin	actin sem	cofilin	cofilin sem	
0.0	26.166043553	5.37911051285	-3.85400415945	5.94526895469	
0.5	31.5220559662	5.26972175421	-8.68491980675	7.59485906112	
1.0	58.6411463335	20.0449644185	6.48564669709	5.80147496435	
1.5	63.7081431608	17.9790457553	5.09447718358	6.05220240997	
2.0	78.9787414638	18.9403734646	-5.23277019338	6.90642790465	
2.5	79.8633824672	16.2258652067	3.2559561443	8.91581756386	
3.0	99.5467952633	20.8710961254	8.04250401806	6.1260945097	
3.5	110.952985808	20.4671317741	17.03875092	11.1121587139	
4.0	122.108640204	20.5876030941	22.3607840129	10.6293463055	
4.5	154.234525285	24.0279739269	11.0388998795	9.28909488943	
5.0	140.370850311	16.1688377171	21.4313898879	9.00560543449	
5.5	153.781790713	18.9944499276	17.7982314747	12.8764635522	
6.0	168.740680389	19.5375054152	23.1957357268	13.5804364088	
6.5	185.789374384	20.8008614272	20.2606393158	15.0479538506	
7.0	195.289609302	20.5085795232	31.2632148826	13.3379547505	
7.5	216.383898219	21.4704208059	36.1701514398	11.4149836602	
8.0	221.529855869	23.2380950666	37.3928568296	9.73902469667	
8.5	240.430033872	22.8675239496	26.2108704352	10.4600299522	
9.0	237.234516698	20.3459190559	49.1723108191	13.4552910816	
9.5	246.946434103	18.5423168855	47.5194905613	15.9927032831	
10.0	264.927922935	19.7217657528	43.9349278986	11.171222713	
10.5	283.897806089	25.5860104781	43.6761447876	12.2392547029	
11.0	274.039874667	22.4457175913	44.3053082817	11.7981611152	
11.5	307.080350075	25.9240272559	49.5410934497	15.3921291932	
12.0	310.569325783	23.713330349	55.2191354242	13.7782368621	
12.5	335.101826449	23.7656473111	57.8008509058	14.6715967658	
13.0	332.865913815	23.9332283989	54.7118760184	15.6090570627	
13.5	330.519218	24.849675517	51.6581821126	11.8065690348	
14.0	352.577769989	26.8104224312	60.2735899334	15.0985239683	
14.5	352.933723622	25.038051512	70.5412186805	15.9009091636	
15.0	355.377093376	21.8430861231	78.7904019707	21.826022395	
15.5	375.051823911	22.260009673	80.567498811	17.5740979658	
16.0	383.048503875	22.8645119563	86.7682321049	21.161634514	
16.5	405.531124187	23.2034038238	102.535016109	23.7474316855	
17.0	397.816006037	20.0000315832	107.909552008	21.9558333477	
17.5	416.80976525	20.6591989684	108.27126437	18.0010320278	
18.0	421.083951402	19.2914051049	100.15647862	18.3852253812	
18.5	418.800419084	21.2567043204	118.921781434	23.4707641063	
19.0	433.724194908	20.4251255171	113.101540694	22.834356871	
19.5	430.146534518	19.5616328544	131.57549906	26.1935791311	
20.0	424.155289574	18.0564370311	112.660701573	22.3778536983	
20.5	429.504797223	19.2807951227	115.654484366	20.4897989209	
21.0	441.214069319	22.0643272862	119.906802272	25.1732041273	
21.5	450.660971217	21.3819204424	106.508981451	21.1306640451	
22.0	451.548710143	22.2685686315	122.57049406	26.335446303	
22.5	450.70526629	20.9093162357	114.196090204	24.2947728179	
23.0	448.99580751	19.8747408238	114.189050743	23.3389967932	
23.5	451.427622227	19.4162989353	126.602621817	25.6326635583	
24.0	436.991119765	19.7632538743	125.527941274	25.7040690854	
24.5	439.562774469	17.9348802019	127.30094194	22.8611179092	
25.0	455.460388844	18.872395347	130.771833749	25.9043141645	
25.5	460.226912324	19.485290591	128.613081814	26.9655404353	
26.0	448.127546633	19.3420519539	142.639730013	26.6072756541	
26.5	464.385269794	15.9610399295	136.952771124	25.3655674821	
27.0	459.590018858	17.9640698015	133.702372637	27.344347374	
27.5	448.949908054	15.8017762713	144.948164453	29.2655588597	
28.0	451.143968713	20.7566422036	126.270516403	25.2496907028	
28.5	424.351862141	19.8592893282	144.31691849	29.4301053918	
29.0	436.675293292	22.3819133981	136.755807961	27.5594007909	
29.5	431.513340128	23.898836565	149.657372271	28.1805173664	
30.0	448.231257454	16.8057546675	158.43409545	31.7221045409	
30.5	446.162220912	19.1522336675	157.474914882	33.2810913893	
31.0	430.093459184	15.69489209	165.888457938	32.1561721147	
31.5	431.816024233	18.5615723418	162.6221573	25.2975100615	
32.0	429.781817416	21.6234832811	176.874697796	33.7028620608	
32.5	431.303181442	21.0959825978	166.549284931	34.4075196227	
33.0	423.438205234	23.0850727806	193.781985508	39.2378714874	
33.5	427.629634823	21.52666821	176.876842141	38.1151628283	
34.0	403.444663748	24.4602055102	166.955974245	29.6038280635	
34.5	417.720796833	20.9215245237	186.099065318	37.7748516249	
35.0	416.312595176	22.0653415091	179.056265013	39.1853105227	
35.5	395.563818013	22.0140649179	179.48355758	36.5485144322	
